Month,Start Date,End Date,Duration,Time,Event,Location,Partner/Promo,SEM Needs,Marketing Start Date,Expected Attendance,Target Garage,MG Landing Page,Event Website,Partner Rates,Total Comp Validations,12 Drive-Up,24 Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
June,"Sat, Jun 3","Sat, Jun 3", 1 ,8:00 PM,Debussy La mer & Ravel La valse,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/debussy-la-mer-and-ravel-la-valse/,,,,,,,,
June,"Sat, Jun 3","Sat, Jun 3", 1 ,5:30 PM,Chicago Gospel Music Experience (DCASE),Jay Pritzker Pavilion,,,,,Millennium Park & Lakeside Garage,https://www.millenniumgarages.com/chicago-department-of-cultural-and-special-events/,https://www.chicago.gov/city/en/depts/dca/supp_info/chicago_gospel_musicfestival.html,,,,,,,,
June,"Sat, Jun 3","Sat, Jun 3", 1 ,6:00 PM,Strides for Peace,"Grant Park
Arvey Field",,,,"2,200",Grant Park South,N/A,https://www.stridesforpeace.org/,,,,,,,,
June,"Sun, Jun 4","Sun, Jun 4", 1 ,3:00 PM,Emerson String Quartet & Emanuel Ax,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-chamber/emerson-string-quartet-with-emanuel-ax/,,,,,,,,
June,"Sun, Jun 4","Sun, Jun 4", 1 ,6:30 PM,Taylor Swift | The Eras Tour,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/taylor-swift-the-eras-tour,,,,,,,,
June,"Sun, Jun 4","Sun, Jun 4", 1 ,7:00 PM,Steve Martin & Martin Short,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-june-2023-steve-martin-martin-short/07005D4CABBB253E,,,,,,,,
June,"Sun, Jun 4","Sun, Jun 4", 1 ,8 AM to 12 PM,Lurie Cancer Center Cancer Survivors' Celebration Walk & 5K,Grant Park,,,,,Grant Park South,https://www.millenniumgarages.com/featured-attractions/lurie5k/,https://www.cancer.northwestern.edu/news/2023/survivors-walk-2023.html,,,,,,,,
June,"Mon, Jun 5","Mon, Jun 5", 1 ,8:00 PM,Mentorship and Friendship,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/civic-orchestra/civic-orchestra-mentorship-friendship/,,,,,,,,
June,"Tue, Jun 6","Tue, Jun 6", 1 ,7:00 PM,Barenaked Ladies,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/barenaked-ladies-semisonic-del-amitri/#.Y-GHH3bMKUk,,,,,,,,
June,"Tue, Jun 6","Tue, Jun 6", 1 ,7:30 PM,Debussy La mer & Ravel La valse,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/debussy-la-mer-and-ravel-la-valse/,,,,,,,,
June,"Wed, Jun 7","Wed, Jun 7", 1 ,6:00 PM,Salon Series: Masterclass with Jennifer Gunn,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/events/salon-series-masterclass-with-jennifer-gunn-jun-7-2023/,,,,,,,,
June,"Wed, Jun 7","Wed, Jun 7", 1 ,7:30 PM,Dermot Kennedy,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/dermot-kennedy/,,,,,,,,
June,"Thu, Jun 8","Thu, Jun 8", 1 ,7:30 PM,Hrůša Conducts Mahler 9,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/hrusa-conducts-mahler-9/,,,,,,,,
June,"Thu, Jun 8","Sun, Jun 11", 3 ,Various,Chicago Blues Festival (DCASE),"Jay Pritzker Pavilion,
Citywide/Millennium Park",,,,,Millennium Park & Lakeside Garage,https://www.millenniumgarages.com/chicago-department-of-cultural-and-special-events/,https://www.chicago.gov/city/en/depts/dca/supp_info/chicago_blues_festival.html,,,,,,,,
June,"Fri, Jun 9","Fri, Jun 9", 1 ,7:30 PM,Hrůša Conducts Mahler 9,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/hrusa-conducts-mahler-9/,,,,,,,,
June,"Sat, Jun 10","Sat, Jun 10", 1 ,7:30 AM,American Cancer Society Walk & Roll,Maggie Daley Park,,,,"5,000",Millennium Lakeside Garage,https://www.millenniumgarages.com/walkandrollchicago/,https://secure.acsevents.org/site/TR/ACTIVEFundraising/CFPCY22NCR?pg=entry&fr_id=102885,,,,,,,,
June,"Sat, Jun 10","Sat, Jun 10", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
June,"Sat, Jun 10","Sat, Jun 10", 1 ,7:30 PM,South Chicago Dance Theatre,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/south-chicago-dance-theatre/,,,,,,,,
June,"Sat, Jun 10","Sat, Jun 10", 1 ,11:00AM - 7:00PM,Vegandale,"Grant Park 
Butler Field",,,,"9,000",Millennium Park & Lakeside Garage,https://millenniumgarages.com/vegandale/,https://www.vegandalefest.com/chicago/,,,,,,,,
June,"Sat, Jun 10","Sat, Jun 10", 1 ,7:30 PM,Chicago Fire FC vs. Columbus Crew,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-columbus-crew-1,,,,,,,,
June,"Sat, Jun 10","Sat, Jun 10", 1 ,8:00 PM,Hrůša Conducts Mahler 9,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/hrusa-conducts-mahler-9/,,,,,,,,
June,"Mon, Jun 12","Mon, Jun 12", 1 ,7:00 PM,Negaunee Music Institute Showcase,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/civic-orchestra/negaunee-music-institute-showcase/,,,,,,,,
June,"Wed, Jun 14","Wed, Jun 14", 1 ,6:30 PM,GPMF Begins,Jay Pritzker Pavilion,,,,,,,,,,,,,,,
June,"Wed, Jun 14","Wed, Jun 14", 1 ,6:30 PM,GPMF: Schumann Symphony No. 4,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/schumann-symphony-no-4,,,,,,,,
June,"Thu, Jun 15","Thu, Jun 15", 1 ,7:00 PM,Louis Tomlinson,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/louis-tomlinson/#.Y-GHH3bMKUk,,,,,,,,
June,"Thu, Jun 15","Fri, Jun 16", 1 ,"6/15: 7:30 PM
6:16: 1:30 PM","Muti, Pokorny & Schubert 9",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-pokorny-and-schubert-9/,,,,,,,,
June,"Fri, Jun 16","Fri, Jun 16", 1 ,6:30 PM,GPMF: Dvořák Stabat Mater,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/dvorak-stabat-mater,,,,,,,,
June,"Fri, Jun 16","Fri, Jun 16", 1 ,7:30 PM,Quinn XCII,Huntington Bank Pavilion | Northerly Island,,,,,,,https://www.pavilionnortherlyisland.com/events/quinn-xcii-arizona-julia-wolf/#.ZFPOHXbMKUk,,,,,,,,
June,"Fri, Jun 16","Fri, Jun 16", 1 ,-,Juneteeth (Federal),,,,,,,,,,,,,,,,
June,"Sat, Jun 17","Sat, Jun 17", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
June,"Sat, Jun 17","Sat, Jun 17", 1 ,7:30 PM,Billy Strings,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/billy-strings/#.Y-GHH3bMKUk,,,,,,,,
June,"Sat, Jun 17","Sat, Jun 17", 1 ,7:30 PM,GPMF: Dvořák Stabat Mater,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/dvorak-stabat-mater,,,,,,,,
June,"Sat, Jun 17","Sat, Jun 17", 1 ,8:00 PM,"Muti, Pokorny & Schubert 9",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-pokorny-and-schubert-9/,,,,,,,,
June,"Sat, Jun 17","Sun, Jun 18", 1 ,10 AM to 5 PM,Gold Coast Art Fair,"Grant Park 
Butler Field",,,,"8,200",Millennium Lakeside Garage,https://www.millenniumgarages.com/goldcoastartfair-2/,https://amdurproductions.com/event/2023-gold-coast-art-fair/,,,,,,,,
June,"Sat, Jun 17","Tue, Jun 20", 3 ,7:00 AM,Sail GP,Lake Michigan/Navy Pier,,,,,,,https://sailgp.com/races/season-4/united-states-sail-grand-prix-chicago/overview/,,,,,,,,
June,"Sun, Jun 18","Sun, Jun 18", 1 ,-,Father's Day,,,,,,,,,,,,,,,,
June,"Tue, Jun 20","Tue, Jun 20", 1 ,6:30 PM,Lincoln Ensemble at Symphony Center,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-chamber/lincoln-ensemble-jun-20-2023/,,,,,,,,
June,"Wed, Jun 21","Wed, Jun 21", 1 ,6:30 PM,GPMF: Brahms Academic Festival Overture,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/brahms-overture,,,,,,,,
June,"Thu, Jun 22","Thu, Jun 22", 1 ,6:30 PM,"MP Summer Music Series
Tribute to Ramsey Lewis: A Gentleman of Jazz",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
June,"Fri, Jun 23","Sat, Jun 24", 1 ,"6/23: 2 PM to 10 PM
6/24: 3 PM to 10 PM",Pride in the Park,"Grant Park
Butler Field",,,,"3,000",Millennium Lakeside Garage,https://millenniumgarages.com/pride-in-the-park/,https://prideparkchi.com/parking/,,,,,,,,
June,"Fri, Jun 23","Fri, Jun 23", 1 ,6:30 PM,Young the Giant & Milky Chance,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/young-the-giant-milky-chance/#.Y-GHIHbMKUk,,,,,,,,
June,"Fri, Jun 23","Fri, Jun 23", 1 ,6:30 PM,GPMF: Mendelssohn Midsummer Night's Dream,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/mendelssohn-midsummer-nights-dream,,,,,,,,
June,"Fri, Jun 23","Fri, Jun 23", 1 ,8:00 PM,Muti Conducts Beethoven Missa solemnis,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-conducts-beethoven-missa-solemnis/,,,,,,,,
June,"Sat, Jun 24","Sat, Jun 24", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
June,"Sat, Jun 24","Sat, Jun 24", 1 ,7:30 PM,GPMF: Mendelssohn Midsummer Night's Dream,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/mendelssohn-midsummer-nights-dream,,,,,,,,
June,"Sat, Jun 24","Sat, Jun 24", 1 ,8:00 PM,Muti Conducts Beethoven Missa solemnis,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-conducts-beethoven-missa-solemnis/,,,,,,,,
June,"Sun, Jun 25","Sun, Jun 25", 1 ,3:00 PM,Muti Conducts Beethoven Missa solemnis,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-conducts-beethoven-missa-solemnis/,,,,,,,,
June,"Mon, Jun 26","Mon, Jun 26", 1 ,6:30 PM,"MP Summer Music Series
Eddie Palmieri Salsa Orchestra",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
June,"Wed, Jun 28","Wed, Jun 28", 1 ,6:30 PM,GPMF: Beethoven Violin Concerto,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/beethoven-violin-concerto,,,,,,,,
June,"Thu, Jun 29","Thu, Jun 29", 1 ,6:30 PM,GPMF: Tchaikovsky Symphony No. 4,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/tchaikovsky-symphony-no-4,,,,,,,,
June,"Thu, Jun 29","Thu, Jun 29", 1 ,7:30 PM,Star Wars: The Force Awakens,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-at-the-movies/star-wars-episode-vii-the-force-awakens/,,,,,,,,
June,"Fri, Jun 30","Fri, Jun 30", 1 ,7:30 PM,Star Wars: The Force Awakens,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-at-the-movies/star-wars-episode-vii-the-force-awakens/,,,,,,,,
July,"Sat, Jul 1","Sat, Jul 1", 1 ,7:30 PM,Star Wars: The Force Awakens,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-at-the-movies/star-wars-episode-vii-the-force-awakens/,,,,,,,,
July,"Sat, Jul 1","Sun, Jul 2", 1 ,Various,Chicago Street Fest (NASCAR),Everywhere,,,,,,,https://www.nascarchicago.com/events/chicago-street-race-weekend/,,,,,,,,
July,"Tue, Jul 4","Tue, Jul 4", 1 ,-,4th of July/Independence Day,,,,,,,,,,,,,,,,
July,"Wed, Jul 5","Wed, Jul 5", 1 ,6:30 PM,GPMF: An American Salute: Rhapsody in Blue,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/rhapsody-blue,,,,,,,,
July,"Fri, Jul 7","Fri, Jul 7", 1 ,6:30 PM,GPMF: Marsalis Violin Concerto,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/marsalis-violin-concerto,,,,,,,,
July,"Fri, Jul 7","Fri, Jul 7", 1 ,7:30 PM,Dave Matthews Band,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/dave-matthews-band-7/#.Y-GHIXbMKUk,,,,,,,,
July,"Sat, Jul 8","Sat, Jul 8", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
July,"Sat, Jul 8","Sat, Jul 8", 1 ,7:30 PM,GPMF: Marsalis Violin Concerto,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/marsalis-violin-concerto,,,,,,,,
July,"Sat, Jul 8","Sat, Jul 8", 1 ,7:30 PM,Dave Matthews Band,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/dave-matthews-band-8/#.Y-GHInbMKUk,,,,,,,,
July,"Sat, Jul 8","Sat, Jul 8", 1 ,7:30 PM,Chicago Fire FC vs. Nashville SC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-nashville-sc,,,,,,,,
July,"Tue, Jul 11","Tue, Jul 11", 1 ,6:30 PM,"MP Summer Film Series
Fast Five",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
July,"Wed, Jul 12","Wed, Jul 12", 1 ,6:30 PM,GPMF: Tchaikovsky Piano Concerto No. 1,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/tchaikovsky-piano-concerto-no-1,,,,,,,,
July,"Wed, Jul 12","Wed, Jul 12", 1 ,7:30 PM,Chicago Fire FC vs. CF Montréal,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-cf-montreal-1,,,,,,,,
July,"Wed, Jul 12","Wed, Jul 12", 1 ,6:30 PM,GPMF: Prokofiev Romeo and Juliet,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/prokofiev-romeo-and-juliet,,,,,,,,
July,"Wed, Jul 12","Wed, Jul 12", 1 ,7:30 PM,GPMF: Prokofiev Romeo and Juliet,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/prokofiev-romeo-and-juliet,,,,,,,,
July,"Thu, Jul 13","Thu, Jul 13", 1 ,6:30 PM,"MP Summer Music Series
Big Freedia",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
July,"Sat, Jul 15","Sat, Jul 15", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
July,"Sat, Jul 15","Sat, Jul 15", 1 ,7:30 PM,Kansas,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-july-2023-kansas/07005E359FA42276,,,,,,,,
July,"Sat, Jul 15","Sat, Jul 15", 1 ,7:30 PM,Chicago Fire FC vs. Toronto FC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-toronto-fc-1,,,,,,,,
July,"Sun, Jul 16","Sun, Jul 16", 1 ,6:30 PM,GPMF: 2023 CenterStage,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/2023-centerstage-july16,,,,,,,,
July,"Mon, Jul 17","Mon, Jul 17", 1 ,6:30 PM,"MP Summer Music Series
Yemi Alade",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
July,"Tue, Jul 18","Tue, Jul 18", 1 ,6:30 PM,"MP Summer Film Series
Turning Red",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
July,"Wed, Jul 19","Wed, Jul 19", 1 ,6:30 PM,GPMF: Pictures at an Exhibition,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/pictures-exhibition,,,,,,,,
July,"Thu, Jul 20","Thu, Jul 20", 1 ,6:30 PM,GPMF: Concert at Unity Park,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/concert-unity-park,,,,,,,,
July,"Thu, Jul 20","Thu, Jul 20", 1 ,6:30 PM,"MP Summer Music Series
Stephen Marley",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
July,"Fri, Jul 21","Fri, Jul 21", 1 ,6:30 PM,GPMF: Brahms Requiem,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/brahms-requiem,,,,,,,,
July,"Sat, Jul 22","Sat, Jul 22", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
July,"Sat, Jul 22","Sat, Jul 22", 1 ,7:00 PM,BEYONCÉ - RENAISSANCE WORLD TOUR,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/beyonce-renaissance-world-tour-2023,,,,,,,,
July,"Sat, Jul 22","Sat, Jul 22", 1 ,7:30 PM,GPMF: Brahms Requiem,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/brahms-requiem,,,,,,,,
July,"Sun, Jul 23","Sun, Jul 23", 1 ,7:00 PM,BEYONCÉ - RENAISSANCE WORLD TOUR,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/beyonce-renaissance-world-tour-2023,,,,,,,,
July,"Mon, Jul 24","Mon, Jul 24", 1 ,6:30 PM,"MP Summer Music Series
Kurt Vile",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
July,"Tue, Jul 25","Tue, Jul 25", 1 ,6:30 PM,"MP Summer Film Series
Black Panther: Wakanda Forever",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
July,"Wed, Jul 26","Wed, Jul 26", 1 ,7:30 PM,GPMF: Elgar Cello Concerto,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/elgar-cello-concerto,,,,,,,,
July,"Fri, Jul 28","Fri, Jul 28", 1 ,6:30 PM,GPMF: Bravo Broadway,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/bravo-broadway,,,,,,,,
July,"Sat, Jul 29","Sat, Jul 29", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
July,"Sat, Jul 29","Sat, Jul 29", 1 ,6:00 PM,Ed Sheeran: +-=÷x Tour,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/ed-sheeran,,,,,,,,
July,"Sat, Jul 29","Sat, Jul 29", 1 ,7:30 PM,GPMF: Bravo Broadway,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/bravo-broadway,,,,,,,,
July,"Mon, Jul 31","Mon, Jul 31", 1 ,6:30 PM,"MP Summer Music Series
Shemekia Copeland",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
August,"Tue, Aug 1","Fri, Aug 4", 3 ,6:30 PM,"MP Summer Film Series
Summer of Soul (…Or, When the Revolution Could Not Be Televised)",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
August,"Tue, Aug 1","Fri, Aug 4", 3 ,Various,ClickCon Conference,"Palmer House
17 E. Monroe St.",,,,,Grant Park South,https://millenniumgarages.com/clickcon/,https://clickcon.us/,,,,,,,,
August,"Tue, Aug 1","Fri, Sep 1", 31 ,Various,MJ,James M. Nederlander Theatre,,,,,,,https://www.broadwayinchicago.com/show/mj/,,,,,,,,
July,"Wed, Aug 2","Wed, Aug 2", 1 ,6:30 PM,GPMF: Beethoven Symphony No. 7,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/beethoven-symphony-no-7,,,,,,,,
August,"Thu, Aug 3","Sun, Aug 6", 3 ,12:00 PM,Lollapolooza,Grant Park,,,,"100,000",All Except Grant Park South,https://www.millenniumgarages.com/lollapalooza22/,https://www.lollapalooza.com/,,,,,,,,
August,"Fri, Aug 4","Fri, Aug 4", 1 ,6:30 PM,GPMF: Pines of Rome,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/pines-rome,,,,,,,,
August,"Fri, Aug 4","Fri, Aug 4", 1 ,-,Barack Obama Day (observed),,,,,,,,,,,,,,,,
August,"Sat, Aug 5","Sat, Aug 5", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
August,"Sat, Aug 5","Sat, Aug 5", 1 ,7:30 PM,GPMF: Pines of Rome,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/pines-rome,,,,,,,,
August,"Tue, Aug 8","Tue, Aug 8", 1 ,6:30 PM,"MP Summer Film Series
Clueless",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
August,"Wed, Aug 9","Wed, Aug 9", 1 ,6:30 PM,GPMF: Cirque Returns,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/cirque-carmen,,,,,,,,
August,"Thu, Aug 10","Thu, Aug 10", 1 ,6:30 PM,"MP Summer Music Series
GRAMMY® Legacies and Looking Ahead - Vieux Farka Touré & Cedric Burnside",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
August,"Fri, Aug 11","Fri, Aug 11", 1 ,6:30 PM,GPMF: Hadelich Plays Prokofiev,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/hadelich-plays-prokofiev,,,,,,,,
August,"Sat, Aug 12","Sat, Aug 12", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
August,"Sat, Aug 12","Sat, Aug 12", 1 ,7:30 PM,GPMF: Hadelich Plays Prokofiev,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/hadelich-plays-prokofiev,,,,,,,,
August,"Tue, Aug 15","Tue, Aug 15", 1 ,6:30 PM,"MP Summer Film Series
Top Gun: Maverick",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
August,"Wed, Aug 16","Wed, Aug 16", 1 ,6:30 PM,GPMF: Stephen Hough Plays Mendelssohn,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/stephen-hough-plays-mendelssohn,,,,,,,,
August,"Thu, Aug 17","Thu, Aug 17", 1 ,6:30 PM,"MP Summer Music Series
PJ Morton",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
August,"Thu, Aug 17","Thu, Aug 17", 1 ,6:30 PM,"MP Summer Music Series
Carla Morrison",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,,,,,,
August,"Fri, Aug 18","Fri, Aug 18", 1 ,6:30 PM,GPMF: Rachmaninov Symphonic Dances,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/rachmaninov-symphonic-dances,,,,,,,,
August,"Sat, Aug 19","Sat, Aug 19", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
August,"Sat, Aug 19","Sat, Aug 19", 1 ,7:30 PM,GPMF: Rachmaninov Symphonic Dances,Jay Pritzker Pavilion,,,,,,,https://www.grantparkmusicfestival.com/music/2023-season/rachmaninov-symphonic-dances,,,,,,,,
August,"Sat, Aug 19","Sun, Aug 20", 1 ,10am-2pm,Chicago Air & Water Show,Lakefront,,,,,All,N/A,https://www.chicago.gov/city/en/depts/dca/supp_info/chicago_air_and_watershow.html,,,,,,,,
August,"Sun, Aug 20","Sun, Aug 20", 1 ,7:30 PM,Chicago Fire FC vs. Orlando City SC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-orlando-city-sc,,,,,,,,
August,"Tue, Aug 22","Tue, Aug 22", 1 ,6:30 PM,"MP Summer Film Series
Barbershop",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
August,"Tue, Aug 22","Tue, Aug 22", 1 ,7:30 PM,Goo Goo Dolls,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/goo-goo-dolls-o-a-r/#.Y-GHJHbMKUk,,,,,,,,
August,"Sat, Aug 26","Sat, Aug 26", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
August,"Sat, Aug 26","Sun, Aug 27", 1 ,"8/26: 5:30AM to 11:00AM
8/27: 4:00AM to 4:00PM",Chicago Triathlon,"Grant Park
Monroe Harbor",,,,"7,000",Millennium Lakeside Garage,TBD,https://www.chicagotriathlon.com/,,,,,,,,
