Month,Start Date,End Date,Duration,Time,Event,Location,Partner/Promo,SEM Needs,Marketing Start Date,Expected Attendance,Target Garage,MG Landing Page,Event Website,Partner Rates,Total Comp Validations,12 Drive-Up,24 Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
April,"Wed, Apr 5","Wed, Apr 5", 1 ,6:00 PM,Nate Smith + KINFOLK,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/nate-smith-kinfolk,,,,,,,,
April,"Thu, Apr 6","Thu, Apr 6", 1 ,7:30 PM,Adès Conducts Adès with Gerstein,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/ades-conducts-ades-with-gerstein/,,,,,,,,
April,"Thu, Apr 6","Thu, Apr 6", 1 ,Various,Shen Yun,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/4139,,,,,,,,
April,"Fri, Apr 7","Fri, Apr 7", 1 ,1:30 PM,Adès Conducts Adès with Gerstein,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/ades-conducts-ades-with-gerstein/,,,,,,,,
April,"Fri, Apr 7","Fri, Apr 7", 1 ,8:00 PM,Zakir Hussain and the Masters of Percussion,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-specials/zakir-hussain-and-the-masters-of-percussion/,,,,,,,,
April,"Fri, Apr 7","Fri, Apr 7", 1 ,-,Good Friday,,,,,,,,,,,,,,,,
April,"Sat, Apr 8","Sat, Apr 8", 1 ,7:30 PM,Chicago Fire FC vs. Minnesota United FC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-minnesota-united-fc,,,,,,,,
April,"Sat, Apr 8","Sat, Apr 8", 1 ,8:00 PM,Adès Conducts Adès with Gerstein,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/ades-conducts-ades-with-gerstein/,,,,,,,,
April,"Sun, Apr 9","Sun, Apr 9", 1 ,-,Easter Sunday,,,,,,,,,,,,,,,,
April,"Tue, Apr 11","Tue, Apr 11", 1 ,5:30PM - 7:30PM,"Get (Green) Lit: Mini Golf, Big Vibes",American Writers Museum,,,,,,,https://americanwritersmuseum.org/program-calendar/get-lit-mini-golf-big-vibes/,,,,,,,,
April,"Tue, Apr 11","Tue, Apr 11", 1 ,7:30 PM,Adès Conducts Adès with Gerstein,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/ades-conducts-ades-with-gerstein/,,,,,,,,
April,"Tue, Apr 11","Sun, Apr 23", 12 ,Various,Jagged Little Pill,James M. Nederlander Theatre,,,,,,,https://www.broadwayinchicago.com/show/jagged-little-pill/,,,,,,,,
April,"Thu, Apr 13","Thu, Apr 13", 1 ,7:30 PM,Mikko Franck & Hilary Hahn,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/mikko-franck-and-hilary-hahn/,,,,,,,,
April,"Thu, Apr 13","Thu, Apr 13", 1 ,8:00 PM,John Mellencamp,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2023-john-mellencamp/07005D3AC4022E5A,,,,,,,,
April,"Fri, Apr 14","Fri, Apr 14", 1 ,1:30 PM,Mikko Franck & Hilary Hahn,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/mikko-franck-and-hilary-hahn/,,,,,,,,
April,"Fri, Apr 14","Fri, Apr 14", 1 ,7:30 PM,American Ballet Theatre,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/3848,,,,,,,,
April,"Fri, Apr 14","Fri, Apr 14", 1 ,8:00 PM,Monterey Jazz Festival on Tour: Celebrating 65 Years,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-jazz/monterey-jazz-festival-on-tour/,,,,,,,,
April,"Fri, Apr 14","Fri, Apr 14", 1 ,8:00 PM,John Mellencamp,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2023-john-mellencamp/07005D3AC4072E5C,,,,,,,,
April,"Fri, Apr 14","Fri, Apr 14", 1 ,8:00 PM,HITS! The Musical,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/hits-musical,,,,,,,,
April,"Sat, Apr 15","Sat, Apr 15", 1 ,7:30 PM,American Ballet Theatre,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/3848,,,,,,,,
April,"Sat, Apr 15","Sat, Apr 15", 1 ,7:30 PM,Kishi Bashi: Improvisations on EO9066,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/kishi-bashi-improvisations-eo9066,,,,,,,,
April,"Sat, Apr 15","Sat, Apr 15", 1 ,7:30 PM,Chicago Fire FC vs. Philadelphia Union,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-philadelphia-union-1,,,,,,,,
April,"Sat, Apr 15","Sat, Apr 15", 1 ,8:00 PM,Mikko Franck & Hilary Hahn,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/mikko-franck-and-hilary-hahn/,,,,,,,,
April,"Sat, Apr 15","Sat, Apr 15", 1 ,8:00 PM,John Mellencamp,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2023-john-mellencamp/07005D3AC40A2E60,,,,,,,,
April,"Sun, Apr 16","Sun, Apr 16", 1 ,2:00 PM,American Ballet Theatre,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/3848,,,,,,,,
April,"Sun, Apr 16","Sun, Apr 16", 1 ,3:00 PM,Evgeny Kissin,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-piano/evgeny-kissin/,,,,,,,,
April,"Tue, Apr 18","Tue, Apr 18", 1 ,6:30 PM,CSO Brass Quintet at Symphony Center,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-chamber/cso-brass-quintet-apr-18-2023/,,,,,,,,
April,"Tue, Apr 18","Tue, Apr 18", 1 ,-,Tax Day (observed),,,,,,,,,,,,,,,,
April,"Wed, Apr 19","Wed, Apr 19", 1 ,6:00 PM,Salon Series: Jessie Montgomery and CSO MusicNOW,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/events/salon-series-jessie-montgomery-apr-19-2023/,,,,,,,,
April,"Thu, Apr 20","Thu, Apr 20", 1 ,6:00 PM,Difficult Grace,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/difficult-grace,,,,,,,,
April,"Thu, Apr 20","Thu, Apr 20", 1 ,7:30 PM,Trifonov Plays Rachmaninov Piano Concerto No. 3,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/trifonov-plays-rachmaninov-piano-concerto-no-3/,,,,,,,,
April,"Thu, Apr 20","Thu, Apr 20", 1 ,7:30 PM,Lady A,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2022-lady-a/07005C8D7ABD1029,,,,,,,,
April,"Fri, Apr 21","Fri, Apr 21", 1 ,7:30 PM,CSO at Wheaton: Trifonov Plays Rachmaninov Piano Concerto No. 3,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-at-wheaton/cso-wheaton-trifonov-plays-rachmaninov-piano-concerto-no-3/,,,,,,,,
April,"Sat, Apr 22","Sat, Apr 22", 1 ,7:00PM; 10:00PM,Pat McGann,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2023-pat-mcgann/07005D7D848E1330,,,,,,,,
April,"Sat, Apr 22","Sat, Apr 22", 1 ,7:30 PM,"Dorrance Dance, Trinity Irish Dance Company, M.A.D.D. Rhythms",Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/3820,,,,,,,,
April,"Sat, Apr 22","Sat, Apr 22", 1 ,7:30 PM,BareFace,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/bareface,,,,,,,,
April,"Sat, Apr 22","Sat, Apr 22", 1 ,8:00 PM,Trifonov Plays Rachmaninov Piano Concerto No. 3,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/trifonov-plays-rachmaninov-piano-concerto-no-3/,,,,,,,,
April,"Sat, Apr 22","Sat, Apr 22", 1 ,TBD,Night Nation Run,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/night-nation-run-1,,,,,,,,
April,"Sun, Apr 23","Sun, Apr 23", 1 ,3:00 PM,Trifonov Plays Rachmaninov Piano Concerto No. 3,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/trifonov-plays-rachmaninov-piano-concerto-no-3/,,,,,,,,
April,"Mon, Apr 24","Mon, Apr 24", 1 ,7:00 PM,CSO MusicNOW: In Context featuring Jessie Montgomery & Rachel Barton Pine,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-musicnow/csomusicnow-4/,,,,,,,,
April,"Tue, Apr 25","Sun, May 7", 12 ,Various,Into The Woods,James M. Nederlander Theatre,,,,,,,https://www.broadwayinchicago.com/show/into-the-woods/,,,,,,,,
April,"Thu, Apr 27","Thu, Apr 27", 1 ,7:30 PM,"Jurowski, Helmchen & Shostakovich 8",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/jurowski-helmchen-shostakovich-8/,,,,,,,,
April,"Fri, Apr 28","Fri, Apr 28", 1 ,8:00 PM,"Jurowski, Helmchen & Shostakovich 8",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/jurowski-helmchen-shostakovich-8/,,,,,,,,
April,"Fri, Apr 28","Fri, Apr 28", 1 ,8:00 PM,SPRINGTEN,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/springten,,,,,,,,
April,"Sat, Apr 29","Sat, Apr 29", 1 ,7:00 PM,Kountry Wayne,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2023-kountry-wayne/07005D7DB3E82FB7,,,,,,,,
April,"Sat, Apr 29","Sat, Apr 29", 1 ,7:30 AM,PurpleStride Chicago,Soldier Field,,,,"2,500",,,https://www.soldierfield.com/events/detail/purple-stride-chicago,,,,,,,,
April,"Sat, Apr 29","Sat, Apr 29", 1 ,7:30 PM,Chicago Fire FC vs. New York Red Bulls,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-new-york-red-bulls,,,,,,,,
April,"Sat, Apr 29","Sat, Apr 29", 1 ,8:00 PM,"Jurowski, Helmchen & Shostakovich 8",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/jurowski-helmchen-shostakovich-8/,,,,,,,,
April,"Sun, Apr 30","Sun, Apr 30", 1 ,8:30 AM,March for Dimes (Babies),"Grant Park
Arvey Field",,,,"5,000",,,https://www.marchforbabies.org/EventInfo/?PersonId=&EventID=21889&change=undefined,,,,,,,,
April,"Sun, Apr 30","Sun, Apr 30", 1 ,2:00 PM,National Geographic Live - Coral Kingdom and Empires of Ice,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/3811,,,,,,,,
April,"Sun, Apr 30","Sun, Apr 30", 1 ,3:00 PM,Jerusalem Quartet with Pinchas Zukerman & Amanda Forsyth,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-chamber/jerusalem-quartet/,,,,,,,,
April,"Sun, Apr 30","Sun, Apr 30", 1 ,8:00 AM,Breakthrough for Brain Tumors,Maggie Daley Park,,,,"1,500",,,https://give.abta.org/event/2023-bt5k-chicago/e451628,,,,,,,,
May,"Mon, May 1","Mon, May 1", 1 ,7:30 PM,Yo-Yo Ma with the CSO,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-specials/yo-yo-ma-with-the-cso/,,,,,,,,
May,"Tue, May 2","Tue, May 2", 1 ,7:30 PM,Metamorphosis,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/metamorphosis,,,,,,,,
May,"Thu, May 4","Thu, May 4", 1 ,7:30 PM,Vivaldi Gloria,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/vivaldi-gloria/,,,,,,,,
May,"Fri, May 5","Fri, May 5", 1 ,7:30 PM,Deep River,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/deep-river,,,,,,,,
May,"Fri, May 5","Fri, May 5", 1 ,8:00 PM,Vivaldi Gloria,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/vivaldi-gloria/,,,,,,,,
May,"Fri, May 5","Fri, May 5", 1 ,2:00 PM,Alonzo King LINES Ballet Family Matinee,Harris Theater,,,,,,,https://www.harristheaterchicago.org/alonzo-king-lines-ballet/family,,,,,,,,
May,"Fri, May 5","Fri, May 5", 1 ,-,Cinco de Mayo (observed),,,,,,,,,,,,,,,,
May,"Sat, May 6","Sat, May 6", 1 ,11:30 AM,Polish Constitution Day Parade,"Columbus Dr.
(Balbo to Monroe)",,,,20K+,,https://www.millenniumgarages.com/polishconstitutiondayparade/,https://polishparade.org/,,,,,,,,
May,"Sat, May 6","Sat, May 6", 1 ,5:45 PM,Luke Combs World Tour,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/luke-combs-world-tour,,,,,,,,
May,"Sat, May 6","Sat, May 6", 1 ,7:30 PM,Deep River,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/deep-river,,,,,,,,
May,"Sat, May 6","Sat, May 6", 1 ,8:00 PM,The Batman in Concert,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/overview/4149,,,,,,,,
May,"Sat, May 6","Sat, May 6", 1 ,8:00 PM,Vivaldi Gloria,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/vivaldi-gloria/,,,,,,,,
May,"Sat, May 6","Sat, May 6", 1 ,8:00 PM,Girls Gotta Eat,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-may-2023-girls-gotta-eat/07005D52CD432D5C,,,,,,,,
May,"Sun, May 7","Sun, May 7", 1 ,3:00 PM,Víkingur Ólafsson,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-piano/vikingur-olafsson/,,,,,,,,
May,"Sun, May 7","Sun, May 7", 1 ,7:00 PM,Civic Fellows Chamber Music,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/civic-orchestra/civic-fellows-chamber-concert-2/,,,,,,,,
May,"Mon, May 8","Mon, May 8", 1 ,7:30 PM,Music of the Baroque: Circle of Friends,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/circle-friends,,,,,,,,
May,"Tue, May 9","Tue, May 9", 1 ,7:30 PM,Vivaldi Gloria,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/vivaldi-gloria/,,,,,,,,
May,"Wed, May 10","Wed, May 10", 1 ,7:30 PM,WBEZ and The University Club: An Evening with Tom Hanks and Peter Segal,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/tom-hanks-and-peter-sagal/,,,,,,,,
May,"Thu, May 11","Thu, May 11", 1 ,7:30 PM,"Muti, Montgomery & Rachmaninov 2",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-montgomery-and-rachmaninov-2/,,,,,,,,
May,"Fri, May 12","Fri, May 12", 1 ,1:30 PM,"Muti, Montgomery & Rachmaninov 2",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-montgomery-and-rachmaninov-2/,,,,,,,,
May,"Fri, May 12","Fri, May 12", 1 ,8:00 PM,"An Evening with Dave Holland featuring Kenny Barron, Kevin Eubanks & Eric Harland",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-jazz/an-evening-with-dave-holland/,,,,,,,,
May,"Sat, May 13","Sat, May 13", 1 ,12PM - 3PM,Switch on Summer,Buckingham Fountain,,,,,,,https://www.comed.com/SafetyCommunity/Community/Pages/SwitchOnSummer.aspx,,,,,,,,
May,"Sat, May 13","Sat, May 13", 1 ,12:00 PM,Chicago Fire FC vs. St. Louis City SC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-st-louis-city-sc,,,,,,,,
May,"Sat, May 13","Sat, May 13", 1 ,8:00 PM,Joanne McNally – The Prosecco Express,Auditorium Theatre,,,,,,,https://mytickets.auditoriumtheatre.org/4254,,,,,,,,
May,"Sat, May 13","Sat, May 13",,8:00 PM,"Muti, Montgomery & Rachmaninov 2",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-montgomery-and-rachmaninov-2/,,,,,,,,
May,"Sat, May 13","Sat, May 13", 1 ,8:00 PM,Druski,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-may-2023-druski/07005D816DF613D9,,,,,,,,
May,"Sat, May 13","Sat, May 13", 1 ,6:00 AM,Girls on the Run 5K,"Grant Park
Lower Hutchinson",,,,"5,500",,,https://www.gotrchicago.org/5k,,,,,,,,
May,"Sun, May 14","Sun, May 14", 1 ,various,"New Exhibit Opens: 
Van Gogh and the Avant Garde: The Modern Landscape",Art Institute of Chicago,,,,,,,https://www.artic.edu/exhibitions/9639/van-gogh-and-the-avant-garde-the-modern-landscape,,,,,,,,
May,"Sun, May 14","Sun, May 14", 1 ,3:00 PM,Renée Fleming & Evgeny Kissin,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-specials/renee-fleming-and-evgeny-kissin/,,,,,,,,
May,"Sun, May 14","Sun, May 14", 1 ,8:00 PM,Dru Hill & Jagged Edge,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-may-2023-dru-hill-jagged-edge/07005D8DAEB92E33,,,,,,,,
May,"Sun, May 14","Sun, May 14", 1 ,-,Mother's Day,,,,,,,,,,,,,,,,
May,"Mon, May 15","Mon, May 15", 1 ,7:30 PM,Crowded House,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2022-crowded-house/07005C8E96131E39,,,,,,,,
May,"Mon, May 15","Mon, May 15", 1 ,8:00 PM,Dreams and Reveries,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/civic-orchestra/civic-orchestra-dreams-and-reveries/,,,,,,,,
May,"Tue, May 16","Tue, May 16", 1 ,7:30 PM,"Muti, Montgomery & Rachmaninov 2",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-montgomery-and-rachmaninov-2/,,,,,,,,
May,"Wed, May 17","Wed, May 17", 1 ,6:00 PM,Salon Series: Mentorship at the CSO featuring Lina González-Granados,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/events/salon-series-lina-gonzalez-granados-may-17-2023/,,,,,,,,
May,"Wed, May 17","Sun, May 28", 11 ,Various,Aladdin,Cadillac Palace Theatre,,,,,,,https://www.broadwayinchicago.com/show/disneys-aladdin-2023/,,,,,,,,
May,"Thu, May 18","Thu, May 18", 1 ,6 PM to 10 PM,J.P. Morgan Chase Corporate Challenge,Grant Park,,,,"12,000",Grant Park South,https://www.millenniumgarages.com/jpmorgancorporatechallenge/,https://www.jpmorganchasecc.com/en/chicago,,,,,,,,
May,"Thu, May 18","Thu, May 18", 1 ,7:30 PM,The National,Auditorium Theatre,,,,,,,https://www.ticketmaster.com/auditorium-theatre-tickets-chicago/venue/57351?sort=date%2Casc&classificationId=KZFzniwnSyZfZ7v7nJ&tab=eventSchedule&daterange=from20230517-to-20230524,,,,,,,,
May,"Thu, May 18","Thu, May 18", 1 ,7:30 PM,"Muti, Chen & Mozart Gran Partita",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-chen-and-mozart-gran-partita/,,,,,,,,
May,"Thu, May 18","Thu, May 18", 1 ,7:30 PM,Hubbard Street Dance: Summer Series: Facets | Program A,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/summer-series-facets-program,,,,,,,,
May,"Fri, May 19","Fri, May 19", 1 ,1:30 PM,"Muti, Chen & Mozart Gran Partita",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-chen-and-mozart-gran-partita/,,,,,,,,
May,"Fri, May 19","Fri, May 19", 1 ,7:30 PM,The National,Auditorium Theatre,,,,,,,https://www.ticketmaster.com/auditorium-theatre-tickets-chicago/venue/57351?sort=date%2Casc&classificationId=KZFzniwnSyZfZ7v7nJ&tab=eventSchedule&daterange=from20230517-to-20230524,,,,,,,,
May,"Fri, May 19","Fri, May 19", 1 ,8:00 PM,Natalie Merchant,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-may-2023-natalie-merchant/07005D7589200FA1,,,,,,,,
May,"Fri, May 19","Fri, May 19", 1 ,8:00 PM,Hubbard Street Dance: Summer Series: Facets | Program A,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/summer-series-facets-program,,,,,,,,
May,"Sat, May 20","Sat, May 20", 1 ,7:30 PM,The National,Auditorium Theatre,,,,,,,https://www.ticketmaster.com/auditorium-theatre-tickets-chicago/venue/57351?sort=date%2Casc&classificationId=KZFzniwnSyZfZ7v7nJ&tab=eventSchedule&daterange=from20230517-to-20230524,,,,,,,,
May,"Sat, May 20","Sat, May 20", 1 ,7:30 PM,Chicago Fire FC vs. Atlanta United FC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-atlanta-united-fc-1,,,,,,,,
May,"Sat, May 20","Sat, May 20", 1 ,8:00 PM,"Muti, Chen & Mozart Gran Partita",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-chen-and-mozart-gran-partita/,,,,,,,,
May,"Sat, May 20","Sat, May 20", 1 ,8:00 PM,Hubbard Street Dance: Summer Series: Facets | Program B,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/summer-series-facets-program-b,,,,,,,,
May,"Sun, May 21","Sun, May 21", 1 ,3:00 PM,Hubbard Street Dance: Summer Series: Facets | Program B,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/summer-series-facets-program-b,,,,,,,,
May,"Sun, May 21","Sun, May 21", 1 ,7:30 PM,The National,Auditorium Theatre,,,,,,,https://www.ticketmaster.com/auditorium-theatre-tickets-chicago/venue/57351?sort=date%2Casc&classificationId=KZFzniwnSyZfZ7v7nJ&tab=eventSchedule&daterange=from20230517-to-20230524,,,,,,,,
May,"Sun, May 21","Sun, May 21", 1 ,5:30AM to 1:00PM,Life Time Spring Half Marathon & 10k,Maggie Daley Park,,,,"7,000",Millennium Lakeside Garage,https://www.millenniumgarages.com/springhalfmarathon/,https://www.chicagospringhalf.com/,,,,,,,,
May,"Sun, May 21","Sun, May 21", 1 ,3:00 PM,Seong-Jin Cho,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-piano/seong-jin-cho/,,,,,,,,
May,"Mon, May 22","Mon, May 22", 1 ,7:00 PM,Open Rehearsal,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/civic-orchestra/civic-orchestra-open-rehearsal/,,,,,,,,
May,"Tue, May 23","Tue, May 23", 1 ,7:30 PM,"Muti, Chen & Mozart Gran Partita",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-chen-and-mozart-gran-partita/,,,,,,,,
May,"Tue, May 23","Tue, May 23", 1 ,7:30 PM,Isabel Leonard + Pablo Sáinz-Villegas,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/leonard_villegas,,,,,,,,
May,"Thu, May 25","Thu, May 25", 1 ,7:30 PM,"Muti, Herbert & Pines of Rome",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-herbert-and-pines-of-rome/,,,,,,,,
May,"Fri, May 26","Fri, May 26", 1 ,1:30 PM,"Muti, Herbert & Pines of Rome",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-herbert-and-pines-of-rome/,,,,,,,,
May,"Sat, May 27","Sat, May 27", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
May,"Sat, May 27","Sat, May 27", 1 ,8:00 PM,"Muti, Herbert & Pines of Rome",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/muti-herbert-and-pines-of-rome/,,,,,,,,
May,"Sat, May 27","Sat, May 27", 1 ,8:00 PM,Seal,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-may-2023-seal/07005E2E870416E3,,,,,,,,
May,"Sat, May 27","Sun, May 28", 1 ,12 PM to 10 PM,Suenos,Grant Park,,,,"60,000",All Except Grant Park South,https://www.millenniumgarages.com/grant-park-turkey-trot/,https://www.suenosmusicfestival.com/,,,,,,,,
May,"Sun, May 28","Sun, May 28", 1 ,3:00 PM,Maria João Pires,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-piano/maria-joao-pires/,,,,,,,,
May,"Mon, May 29","Mon, May 29", 1 ,-,Memorial Day (Federal),,,,,,,,,,,,,,,,
May,"Tue, May 30","Tue, May 30", 1 ,7:30 PM,Ben Folds & the Chicago Symphony Orchestra,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-specials/ben-folds-chicago-symphony-orchestra/,,,,,,,,
June,"Thu, Jun 1","Thu, Jun 1", 1 ,7:30 PM,Debussy La mer & Ravel La valse,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/debussy-la-mer-and-ravel-la-valse/,,,,,,,,
June,"Thu, Jun 1","Thu, Jun 1", 1 ,8:00 PM,Yeah Yeah Yeahs,Huntington Bank Pavilion | Northerly Island,,,,,,,,,,,,,,,
June,"Fri, Jun 2","Fri, Jun 2", 1 ,1:30 PM,Debussy La mer & Ravel La valse,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/cso-classical/debussy-la-mer-and-ravel-la-valse/,,,,,,,,
June,"Fri, Jun 2","Fri, Jun 2", 1 ,6:30 PM,Taylor Swift | The Eras Tour,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/taylor-swift-the-eras-tour,,,,,,,,
June,"Fri, Jun 2","Fri, Jun 2", 1 ,8:00 PM,An Evening with Branford Marsalis,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/22-23/scp-jazz/an-evening-with-branford-marsalis/,,,,,,,,
June,"Fri, Jun 2","Fri, Jun 2", 1 ,8:00 PM,Steve Martin & Martin Short You Wont Believe What They Look Like Today,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-june-2023-steve-martin-martin-short/07005D54AFDC2E99,,,,,,,,
June,"Sat, Jun 3","Sat, Jun 3", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
June,"Sat, Jun 3","Sat, Jun 3", 1 ,4:00 PM,Dino Ranch Live,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-june-2023-dino-ranch-live/07005E3AAB502E62,,,,,,,,
June,"Sat, Jun 3","Sat, Jun 3", 1 ,6:30 PM,Taylor Swift | The Eras Tour,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/taylor-swift-the-eras-tour,,,,,,,,
June,"Sat, Jun 3","Sat, Jun 3", 1 ,Various,National Louis Annual Commencement Fair,Colleges,,,,,,,,,,,,,,,
